MSZoning,LotShape,BldgType,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive
0.5,0.6666666666666666,0.0,0.4444444444444445,0.3161764705882353,0.7213114754098361,0.6666666666666666,1.0,1.0,0.8333333333333333,0.0,1.0,0.42983784733895325,0.4018019472209433,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
0.5,0.0,0.0,0.8888888888888888,0.007352941176470588,0.01639344262295082,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.47827247479972934,0.6862416243752785,0.3333333333333333,0.0,0.6666666666666666,0.4,0.0,0.75,1.0
0.5,0.3333333333333333,0.0,0.4444444444444445,0.3382352941176471,0.7704918032786886,0.6666666666666666,1.0,1.0,0.0,0.75,1.0,0.38013592369171967,0.35534179992186843,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
0.5,0.0,0.0,0.6666666666666665,0.007352941176470588,0.01639344262295082,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,0.5669201728114759,0.5299431652300703,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,1.0
0.5,0.0,0.0,0.5555555555555556,0.3529411764705882,0.8032786885245902,0.6666666666666666,1.0,1.0,0.16666666666666666,0.75,1.0,0.5003475356023279,0.46771268592754467,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.25,1.0
0.75,0.6666666666666666,0.0,0.6666666666666665,0.5735294117647058,0.11475409836065574,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.3552695235828791,0.3320972949394383,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
0.5,0.0,0.0,0.5555555555555556,0.29411764705882354,0.6721311475409837,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.4165061353428521,0.38933978765778576,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.5,1.0
0.5,0.6666666666666666,0.5,0.3333333333333333,0.2867647058823529,0.6557377049180328,0.6666666666666666,0.75,0.5,0.6666666666666666,0.75,1.0,0.5131166042920969,0.47964890023605644,0.0,1.0,0.0,1.0,1.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.029411764705882353,0.0819672131147541,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,1.0,0.45585000440260615,0.42611747788977006,0.3333333333333333,0.6666666666666666,0.0,0.6000000000000001,1.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.375,0.7377049180327869,0.6666666666666666,1.0,1.0,0.5,0.75,1.0,0.5254688463399919,0.4911954751552141,0.0,1.0,0.0,0.0,1.0,0.25,1.0
0.5,0.0,0.0,0.7777777777777777,0.007352941176470588,0.01639344262295082,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.4705094671360337,0.6940696095250574,0.0,0.6666666666666666,0.3333333333333333,0.4,0.6666666666666666,0.75,1.0
0.75,0.6666666666666666,0.0,0.6666666666666665,0.5661764705882353,0.9508196721311476,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.4538062549539186,0.42420703069858323,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.25,0.0
0.5,0.6666666666666666,0.0,0.7777777777777777,0.044117647058823525,0.11475409836065574,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,0.6363808334013008,0.5948732984257088,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
0.75,0.6666666666666666,1.0,0.4444444444444445,0.22794117647058823,0.5245901639344263,0.6666666666666666,0.5,1.0,0.3333333333333333,0.75,1.0,0.43704631963286955,0.4085402514957175,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.5,1.0
0.5,0.0,0.0,0.4444444444444445,0.3088235294117647,0.16393442622950818,0.6666666666666666,1.0,0.75,0.8333333333333333,0.0,1.0,0.43704631963286955,0.4085402514957175,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.25,1.0
0.5,0.6666666666666666,0.0,0.7777777777777777,0.014705882352941176,0.04918032786885246,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,0.5928604707488017,0.5541915237383659,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.4338235294117647,0.18032786885245902,0.6666666666666666,1.0,0.75,0.16666666666666666,0.75,1.0,0.37512348811968543,0.35065629727097036,0.0,0.6666666666666666,0.0,0.6000000000000001,1.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.7777777777777777,0.022058823529411763,0.04918032786885246,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.6166922351584065,0.5764688764767789,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,1.0
0.5,0.0,0.0,0.4444444444444445,0.3602941176470588,0.16393442622950818,0.6666666666666666,1.0,0.25,0.16666666666666666,0.75,1.0,0.5928604707488017,0.5541915237383659,0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,0.25,1.0
0.75,0.0,0.0,0.3333333333333333,0.5955882352941176,0.9672131147540984,0.6666666666666666,1.0,1.0,1.0,0.25,0.0,0.16752783558405193,0.1566009390939036,0.0,0.3333333333333333,0.0,0.6000000000000001,1.0,0.25,1.0
1.0,0.6666666666666666,0.0,0.3333333333333333,0.6470588235294118,0.9672131147540984,0.6666666666666666,1.0,1.0,1.0,0.75,0.0,0.2513901444695348,0.48533502024573405,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,0.0
0.5,0.0,0.0,0.4444444444444445,0.3088235294117647,0.04918032786885246,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.49272064801047843,0.46058325722643767,0.0,0.6666666666666666,0.0,0.0,1.0,0.25,1.0
0.5,0.6666666666666666,0.0,0.7777777777777777,0.007352941176470588,0.03278688524590164,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.49456516841176956,0.4623074699580889,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
0.5,0.0,0.0,0.4444444444444445,0.375,0.8524590163934427,0.6666666666666666,1.0,1.0,0.8333333333333333,0.5,1.0,0.6158028496652954,0.5756375005866046,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
0.5,0.6666666666666666,1.0,0.8888888888888888,0.014705882352941176,0.04918032786885246,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.5835218755435285,0.5454620324638855,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.7777777777777777,0.014705882352941176,0.03278688524590164,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.46191585141820246,0.7052076551549962,0.0,0.6666666666666666,0.3333333333333333,0.4,0.0,0.75,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.11029411764705882,0.2459016393442623,0.6666666666666666,0.5,1.0,1.0,0.0,1.0,0.450030471355213,0.4206775201828461,0.0,1.0,0.0,0.0,1.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.40441176470588236,0.3278688524590164,0.6666666666666666,1.0,1.0,0.8333333333333333,0.5,1.0,0.5134084927393747,0.4799217504450679,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.41911764705882354,0.06557377049180328,0.6666666666666666,1.0,1.0,0.3333333333333333,0.75,1.0,0.4359737633557197,0.407537652019355,0.3333333333333333,0.6666666666666666,0.0,0.6000000000000001,1.0,0.25,1.0
0.5,0.6666666666666666,0.5,0.3333333333333333,0.3897058823529412,0.8852459016393444,0.6666666666666666,0.75,0.5,0.6666666666666666,0.75,0.0,0.46854357516631273,0.4379831185764127,0.0,0.3333333333333333,0.0,0.8,0.3333333333333333,0.0,0.0
0.5,0.6666666666666666,0.0,0.5555555555555556,0.3014705882352941,0.6885245901639345,0.6666666666666666,1.0,1.0,0.8333333333333333,0.0,1.0,0.521205564077523,0.4872102627658972,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.3529411764705882,0.8032786885245902,0.6666666666666666,1.0,0.25,0.16666666666666666,0.5,1.0,0.5223471436856912,0.4882773835704266,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.25,0.5
0.5,0.0,0.0,0.4444444444444445,0.1764705882352941,0.4098360655737705,0.6666666666666666,0.5,0.0,0.0,0.5,1.0,0.3683352639013098,0.3443108306583831,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
0.5,0.0,0.0,0.4444444444444445,0.2426470588235294,0.4754098360655738,0.6666666666666666,0.5,0.0,0.5,0.75,1.0,0.3907736697067845,0.3652857057211274,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.34558823529411764,0.7868852459016394,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.46788600184163487,0.4373684350534708,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.25,1.0
0.5,0.6666666666666666,1.0,0.8888888888888888,0.03676470588235294,0.09836065573770493,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.6272049487520572,0.5862959050147616,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
0.5,0.0,0.0,0.6666666666666665,0.044117647058823525,0.11475409836065574,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.5729511108590262,0.6585474980312895,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
0.0,0.6666666666666666,0.0,0.7777777777777777,0.007352941176470588,0.03278688524590164,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,1.0,0.6058791180140468,0.5663610380185573,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.75,1.0
0.75,0.6666666666666666,0.25,0.3333333333333333,0.6544117647058824,0.03278688524590164,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.29899607713336085,0.5198559157936766,0.0,1.0,0.0,0.8,0.3333333333333333,0.0,0.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.3014705882352941,0.6885245901639345,0.6666666666666666,1.0,1.0,0.16666666666666666,0.0,1.0,0.3975708593094396,0.37163955295650863,0.3333333333333333,1.0,0.0,0.0,1.0,0.25,1.0
0.5,0.3333333333333333,0.0,0.5555555555555556,0.07352941176470588,0.18032786885245902,0.6666666666666666,0.5,0.0,0.3333333333333333,0.5,1.0,0.3277015118889919,0.5242142905765341,0.0,1.0,0.0,0.0,0.0,0.5,1.0
0.75,0.6666666666666666,0.0,0.5555555555555556,0.5294117647058824,0.9344262295081968,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,0.3380444336424633,0.44527719716573566,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,1.0
0.75,0.3333333333333333,0.5,0.4444444444444445,0.34558823529411764,0.7868852459016394,1.0,0.5,0.25,0.5,0.75,0.0,0.3380444336424633,0.31599570053130943,0.3333333333333333,1.0,0.0,1.0,1.0,0.5,1.0
0.5,0.0,0.0,0.8888888888888888,0.1838235294117647,0.3278688524590164,0.3333333333333333,0.0,0.25,0.3333333333333333,0.5,1.0,0.6461621684508216,0.6040166521197792,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.75,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.38235294117647056,0.8688524590163935,0.6666666666666666,1.0,1.0,0.0,0.75,1.0,0.5313578873111582,0.4967004071758061,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,1.0
0.5,0.0,0.0,0.5555555555555556,0.3235294117647059,0.7377049180327869,0.6666666666666666,1.0,1.0,0.16666666666666666,0.5,1.0,0.5490258483999941,0.5132159867434658,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
0.0,0.6666666666666666,0.75,0.7777777777777777,0.07352941176470588,0.16393442622950818,0.3333333333333333,0.5,1.0,0.3333333333333333,0.0,1.0,0.40850674296674594,0.5836612588519632,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,1.0
0.5,0.0,0.0,0.6666666666666665,0.014705882352941176,0.04918032786885246,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,0.3579190094563711,0.5797749779095471,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
0.5,0.3333333333333333,0.0,1.0,0.0,0.01639344262295082,0.0,0.0,0.25,1.0,0.0,1.0,0.5492913225274254,0.7700164038243282,0.0,0.6666666666666666,0.3333333333333333,0.4,0.0,0.75,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.2647058823529412,0.6065573770491803,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.32096935602439514,0.30003433398724555,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
0.5,0.6666666666666666,0.0,0.5555555555555556,0.014705882352941176,0.04918032786885246,0.6666666666666666,0.5,1.0,0.0,0.0,1.0,0.4705094671360337,0.43982078649316314,0.3333333333333333,0.6666666666666666,0.0,0.6000000000000001,1.0,0.5,1.0
0.75,0.6666666666666666,0.0,0.4444444444444445,0.6397058823529411,0.19672131147540983,0.6666666666666666,1.0,1.0,1.0,0.75,0.0,0.20950439927119602,0.42516354397656597,0.0,0.3333333333333333,0.0,0.6000000000000001,1.0,0.25,0.0
0.5,0.0,1.0,0.7777777777777777,0.007352941176470588,0.03278688524590164,0.3333333333333333,0.5,0.75,0.3333333333333333,0.0,1.0,0.5341303052283983,0.49929199589828244,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
0.75,0.0,0.0,0.6666666666666665,0.6544117647058824,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.3759635181053076,0.5777122882260084,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.6666666666666665,0.08823529411764705,0.19672131147540983,0.6666666666666666,0.5,1.0,0.3333333333333333,0.0,1.0,0.4359737633557197,0.6390918270052062,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
0.5,0.6666666666666666,0.0,0.7777777777777777,0.022058823529411763,0.04918032786885246,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.4655754552205087,0.7082244270816784,0.0,0.6666666666666666,0.3333333333333333,0.4,0.6666666666666666,0.75,1.0
0.5,0.6666666666666666,0.0,0.6666666666666665,0.29411764705882354,0.36065573770491804,0.6666666666666666,0.5,0.25,0.3333333333333333,0.75,1.0,0.714576178588127,0.6679684019727556,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
0.5,0.0,0.0,0.6666666666666665,0.029411764705882353,0.0819672131147541,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,1.0,0.5631014385598587,0.5263735054904308,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
0.75,0.6666666666666666,0.0,0.3333333333333333,0.4779411764705882,1.0,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,0.30461016105657457,0.28474215710303064,0.0,1.0,0.0,0.0,1.0,0.25,1.0
0.5,0.6666666666666666,0.0,0.6666666666666665,0.3897058823529412,0.8852459016393444,0.3333333333333333,1.0,1.0,0.16666666666666666,0.75,1.0,0.515445432276147,0.680564313059556,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,1.0
0.5,0.0,0.0,0.6666666666666665,0.25,0.5737704918032788,0.6666666666666666,0.5,0.25,0.0,0.0,1.0,0.7173097948312526,0.6705237198356255,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.3333333333333333,0.1838235294117647,0.03278688524590164,0.6666666666666666,1.0,1.0,0.0,0.75,1.0,0.3512601862832416,0.32834946411431876,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
0.5,0.0,0.0,0.6666666666666665,0.08088235294117647,0.19672131147540983,0.6666666666666666,0.5,1.0,1.0,0.5,1.0,0.36876311397869177,0.579363401041193,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.4117647058823529,0.13114754098360656,0.6666666666666666,1.0,1.0,0.0,0.5,1.0,0.4462166352424042,0.4171124391040273,0.3333333333333333,1.0,0.0,0.0,1.0,0.5,1.0
0.75,0.6666666666666666,0.0,0.2222222222222222,0.6985294117647058,1.0,0.3333333333333333,0.25,1.0,1.0,0.5,0.0,0.34901428442051285,0.555295269652349,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
0.75,0.6666666666666666,0.75,0.3333333333333333,0.2647058823529412,0.6065573770491803,0.6666666666666666,0.5,0.25,0.3333333333333333,0.75,1.0,0.17186937482437958,0.3836569300489421,0.3333333333333333,1.0,0.0,0.4,1.0,0.25,1.0
0.5,0.0,0.0,0.3333333333333333,0.38235294117647056,0.8688524590163935,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.3963801922974275,0.3705265464428198,0.0,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
0.75,0.6666666666666666,0.0,0.4444444444444445,0.4411764705882353,0.13114754098360656,0.6666666666666666,1.0,1.0,0.16666666666666666,0.75,1.0,0.44130640236637797,0.4766335754601667,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.25,1.0
0.5,0.6666666666666666,0.5,0.3333333333333333,0.3088235294117647,0.7049180327868853,0.6666666666666666,1.0,1.0,1.0,0.75,0.0,0.6306452756562111,0.5895118387854228,0.0,1.0,0.0,0.8,0.3333333333333333,0.0,1.0
0.75,0.6666666666666666,0.0,0.4444444444444445,0.7279411764705882,0.4754098360655738,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.270159281210113,0.46115892908406764,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.5555555555555556,0.3014705882352941,0.6885245901639345,0.6666666666666666,0.5,1.0,0.8333333333333333,0.75,1.0,0.47827247479972934,0.6573933362295032,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,1.0
0.75,0.6666666666666666,1.0,0.5555555555555556,0.058823529411764705,0.14754098360655737,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,1.0,0.5249031760506102,0.49066670035056204,0.3333333333333333,1.0,0.0,0.0,0.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.7777777777777777,0.007352941176470588,0.03278688524590164,0.6666666666666666,0.5,1.0,0.3333333333333333,0.0,1.0,0.5840064253576593,0.5459149778246735,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,1.0
0.5,0.0,0.0,0.4444444444444445,0.34558823529411764,0.7868852459016394,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.438827185757642,0.41020496176053767,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
0.5,0.0,0.0,0.6666666666666665,0.10294117647058823,0.22950819672131148,0.6666666666666666,0.5,1.0,1.0,0.5,1.0,0.33243791105181986,0.5251755690986175,0.0,1.0,0.3333333333333333,0.4,0.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.7777777777777777,0.11029411764705882,0.2459016393442623,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,0.5145738003672773,0.700121816992064,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,1.0
0.5,0.3333333333333333,0.0,0.5555555555555556,0.029411764705882353,0.0819672131147541,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,0.27126743237716155,0.5452353421142848,0.0,0.6666666666666666,0.3333333333333333,0.4,0.0,0.5,1.0
0.0,0.6666666666666666,1.0,0.5555555555555556,0.0,0.01639344262295082,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,0.22917594232790472,0.4594290954246514,0.0,0.6666666666666666,0.0,0.6000000000000001,0.6666666666666666,0.5,1.0
1.0,0.0,0.0,0.2222222222222222,0.6911764705882353,0.459016393442623,1.0,1.0,1.0,1.0,0.75,0.0,0.41988335178549496,0.5374401404572731,0.0,0.3333333333333333,0.0,0.8,0.3333333333333333,0.0,0.0
0.5,0.6666666666666666,0.0,0.3333333333333333,0.09558823529411764,0.21311475409836064,0.6666666666666666,0.5,1.0,0.3333333333333333,0.0,1.0,0.4111920390508712,0.3843722999154746,0.3333333333333333,1.0,0.0,0.8,0.3333333333333333,0.0,1.0
0.5,0.6666666666666666,0.0,0.3333333333333333,0.4117647058823529,0.9344262295081968,0.6666666666666666,0.75,0.5,0.6666666666666666,0.75,1.0,0.42983784733895325,0.4018019472209433,0.0,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
0.5,0.6666666666666666,0.0,0.4444444444444445,0.33088235294117646,0.7540983606557378,0.6666666666666666,1.0,1.0,0.8333333333333333,0.75,1.0,0.49487171630470383,0.46259402345974054,0.0,1.0,0.0,0.0,1.0,0.5,1.0
0.5,0.0,0.0,0.4444444444444445,0.6470588235294118,0.06557377049180328,0.6666666666666666,0.5,1.0,0.0,0.0,1.0,0.4011205468030319,0.3749577143417402,0.3333333333333333,1.0,0.0,0.6000000000000001,1.0,0.5,1.0
1.0,0.6666666666666666,0.25,0.5555555555555556,0.7132352941176471,0.16393442622950818,0.6666666666666666,1.0,0.75,0.8333333333333333,0.0,0.0,0.5024558048608556,0.6811824875785022,0.0,1.0,0.3333333333333333,0.6000000000000001,1.0,0.5,1.0
0.5,0.0,0.0,0.5555555555555556,0.07352941176470588,0.18032786885245902,0.6666666666666666,0.5,1.0,0.3333333333333333,0.0,1.0,0.3772200771561982,0.59309515868294,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
0.5,0.3333333333333333,0.0,0.5555555555555556,0.11764705882352941,0.27868852459016397,0.0,0.5,1.0,0.0,0.5,1.0,0.26904787555625687,0.5242142905765341,0.0,1.0,0.3333333333333333,0.4,0.0,0.5,1.0
0.5,0.0,0.0,0.6666666666666665,0.051470588235294115,0.13114754098360656,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0.5900115236438932,0.5515283973957965,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.5,1.0
0.5,0.6666666666666666,0.0,0.3333333333333333,0.3088235294117647,0.7049180327868853,0.6666666666666666,1.0,1.0,0.8333333333333333,0.75,1.0,0.39954701708010676,0.37348681709386966,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,0.5
0.5,0.6666666666666666,0.0,0.4444444444444445,0.6617647058823529,1.0,0.6666666666666666,1.0,1.0,0.0,0.25,0.0,0.3467549741090381,0.32413810153783773,0.0,1.0,0.0,0.2,1.0,0.25,1.0
0.5,0.0,0.0,0.3333333333333333,0.375,0.8524590163934427,0.6666666666666666,1.0,1.0,0.0,0.25,1.0,0.4917950054296143,0.45971798909399064,0.3333333333333333,1.0,0.0,0.8,0.3333333333333333,0.0,1.0
0.5,0.0,0.0,0.5555555555555556,0.2426470588235294,0.16393442622950818,0.6666666666666666,1.0,0.75,0.0,0.5,1.0,0.5952183185828055,0.5563955824475246,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5,1.0
0.5,0.6666666666666666,0.0,0.5555555555555556,0.1838235294117647,0.42622950819672134,0.3333333333333333,0.5,1.0,1.0,0.75,1.0,0.4061897968325461,0.5822344335530869,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,1.0
0.5,0.6666666666666666,0.5,0.4444444444444445,0.22058823529411764,0.5081967213114754,0.6666666666666666,0.75,0.5,0.6666666666666666,0.75,1.0,0.5771656103646157,0.5395203506372361,0.0,1.0,0.0,0.0,1.0,0.5,1.0
0.5,0.0,0.0,0.6666666666666665,0.007352941176470588,0.03278688524590164,0.6666666666666666,0.5,1.0,1.0,0.0,1.0,0.49210380459251324,0.46000664702795646,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.75,1.0
0.75,0.6666666666666666,0.0,0.6666666666666665,0.5588235294117647,0.9508196721311476,0.6666666666666666,1.0,1.0,0.5,0.0,1.0,0.49210380459251324,0.5993772377079463,0.0,1.0,0.6666666666666666,0.6000000000000001,1.0,0.25,1.0
0.0,0.6666666666666666,0.0,0.7777777777777777,0.03676470588235294,0.0819672131147541,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.4345389432363853,0.6317107784637686,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0
